"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#1667","ariettle",62.4,"112","97","4","1,841,926","3,758","0","3,740","0","$3,267"
"#1668","playfulfoodie",66.8,"7,784","1,335","1,095","5,910,008","99,575","41","3,610","95","$3,267"
"#1669","peachesdoe97",59,"28","58","0","3,051,198","0","1,699","2,029","1","$3,257"
"#1670","cryptos",67,"1,689","1,304","41","5,708,455","1,248,678","0","3,693","37","$3,257"
"#1671","geke",61.1,"763","194","36","1,314,415","45,003","0","3,726","0","$3,256"
"#1672","infinitemedia",45.5,"58","97","53","8,969","17,039","59","3,586","87","$3,256"
"#1673","youdbetternot",25,"0","0","0","0","0","0","3,726","0","$3,255"
"#1674","dataski",54.4,"10","41","3","2,674,991","50","0","3,440","296","$3,248"
"#1675","lfmaia",25,"5","43","13","68","344","0","3,718","0","$3,248"
"#1676","steemy",25,"1","14","0","8","2,275","0","3,715","0","$3,245"
"#1677","snooway",65.2,"1,823","539","487","4,113,501","33,405","0","3,531","196","$3,245"
"#1678","ygdrassil",25,"0","0","0","0","4","1","3,709","0","$3,242"
"#1679","shagda",42.1,"7","18","0","1,886","603","0","3,705","0","$3,237"
"#1680","paolobeneforti",67.1,"2,974","819","611","7,282,786","86,188","611","2,979","116","$3,232"
"#1681","apolymask",65.7,"2,546","901","688","3,452,076","35,158","248","3,396","58","$3,231"
"#1682","cryptomarket",57.5,"104","246","0","738,494","3,197","151","3,544","0","$3,228"
"#1683","jonathanyoung",62.8,"220","397","139","2,088,301","60,285","0","3,685","2","$3,221"
"#1684","phenom",61.2,"191","437","83","2,957,523","168,688","216","3,471","0","$3,221"
"#1685","cryptoenthusiast",37.8,"22","59","7","2,235","818","0","3,686","0","$3,221"
"#1686","fmooo",25,"3","54","0","500,644","229,709","0","3,684","0","$3,219"
"#1687","razorwave8",55.2,"444","123","32","557,918","58,723","2","3,476","219","$3,218"
"#1688","aishwarya",66.3,"1,664","892","479","4,432,133","15,058","1,664","1,634","409","$3,218"
"#1689","anritco",64.1,"816","1,013","63","5,143,771","25,748","0","3,682","0","$3,217"
"#1690","sgtreport",62.3,"347","2,215","66","3,381,079","1,324","542","1,822","1,400","$3,216"
"#1691","juanantonio",31.5,"3","13","5","167","33,614","1,194","2,487","0","$3,215"
"#1692","cnstlf60",61.4,"821","500","276","2,943,038","382,951","52","2,106","1,612","$3,210"
"#1693","eel8x8",34.4,"16","57","12","3,047","4,608","282","3,383","0","$3,202"
"#1694","saziz112",38.8,"8","18","3","11,427","30","0","3,665","0","$3,202"
"#1695","adsum",30.4,"2","0","0","0","0","0","3,661","0","$3,199"
"#1696","gangsta",60.1,"45","132","31","3,073,600","0","3,393","268","0","$3,198"
"#1697","nkc79",46.2,"238","117","38","66,397","23,865","0","3,596","67","$3,196"
"#1698","steemit200",25,"2","294","3","0","16,009,464","0","3,651","6","$3,194"
"#1699","zyzxvbq1",25,"0","5","0","0","0","0","3,653","0","$3,192"
"#1700","digitalnutrition",27.7,"5","13","1","0","259","0","3,647","0","$3,186"
"#1701","m8586",30.5,"14","66","14","935","53,602","0","3,645","1","$3,185"
"#1702","bunting",25,"0","0","0","0","0","0","3,643","0","$3,182"
"#1703","alchemical",25,"0","0","0","0","0","0","3,638","0","$3,178"
"#1704","thegoldencookie",67.5,"724","371","25","7,644,914","95,568","453","3,080","110","$3,177"
"#1705","sukhpreetsingh",35.7,"14","167","10","2,715","1,160","0","3,628","1","$3,171"
"#1706","dolphinstudios",53.5,"366","312","147","296,845","18,471","9","3,587","34","$3,170"
"#1707","emf",25,"0","0","0","0","0","65","3,561","0","$3,168"
"#1708","mikeldavis",30.6,"8","10","6","1,513","664","0","3,624","2","$3,168"
"#1709","dylanhobalart",61.3,"1,039","758","677","1,241,937","116,551","0","3,615","11","$3,167"
"#1710","lukmarcus",58.4,"1,394","408","14","1,343,960","22,111","1,653","1,927","44","$3,164"
"#1711","btsnow",25,"0","28","0","0","0","57","3,561","0","$3,160"
"#1712","tikal",39.3,"36","36","2","13,084","1,290","0","3,614","0","$3,157"
"#1713","altccy",45,"90","237","48","33,918","41,622","0","3,610","1","$3,155"
"#1714","peperhuis",46.5,"3","101","61","106,626","83","2,290","1,316","0","$3,151"
"#1715","schererf",62,"205","176","128","1,576,376","15,262","207","3,276","132","$3,151"
"#1716","hagbardceline",60.4,"1,102","325","164","1,304,752","49,729","31","3,571","0","$3,147"
"#1717","meysam",64.5,"912","522","83","3,488,015","112,965","1","3,592","10","$3,147"
"#1718","silviabeneforti",67.5,"5,287","1,006","913","7,273,132","97,073","71","3,466","67","$3,145"
"#1719","tommycoin",54,"289","229","156","250,160","698,215","0","3,598","0","$3,143"
"#1720","steemit3",56.5,"2","60","1","1,050,612","0","0","3,585","0","$3,132"
"#1721","samh",54.4,"11","0","0","2,591,256","0","0","3,312","288","$3,130"
"#1722","essra",63.5,"257","444","115","4,890,020","40,837","0","3,550","32","$3,128"
"#1723","wewewe",25,"0","0","0","0","0","0","3,580","0","$3,128"
"#1724","almahinoa-dacal",47.2,"14","35","0","122,018","2,653","0","3,577","0","$3,125"
"#1725","allprowi",53.9,"240","676","511","373,588","53,264","0","3,576","1","$3,125"
"#1726","clayford08",52.3,"510","331","36","249,065","16,307","0","3,542","20","$3,111"
"#1727","dantethegreat",50.2,"570","175","58","177,419","29,435","15","3,536","0","$3,102"
"#1728","neil-haran",56.1,"27","65","3","4,718,707","656","280","3,206","67","$3,100"
"#1729","aiqabrago",62.5,"2,461","1,571","858","2,603,885","1,765,691","0","3,151","420","$3,099"
"#1730","coinfox",59.4,"23","79","17","6,561,574","158","0","3,546","0","$3,098"
"#1731","pathfinder",25,"0","0","0","0","0","0","3,545","0","$3,097"
"#1732","abcde2000",25,"0","0","0","0","0","0","3,519","0","$3,074"
"#1733","kotturinn",60.7,"2,238","586","74","1,895,723","47,268","0","2,932","623","$3,073"
"#1734","technovedanta",65.8,"525","405","396","4,075,719","129,371","178","3,065","286","$3,069"
"#1735","yinyangboobookat",42.3,"5","4","0","0","115","10","3,501","0","$3,067"
"#1736","blue.cheese",54.2,"10","31","0","1,595,845","338","0","3,505","2","$3,064"
"#1737","taskmanager",63.1,"786","460","173","1,618,069","160,525","1","3,503","3","$3,064"
"#1738","bunch-of-steem",25,"0","0","0","0","0","0","3,506","0","$3,063"
"#1739","talentshow",25,"2","26","3","53","8","3,209","292","0","$3,059"
"#1740","capr",25,"0","23","1","0","6","0","3,498","0","$3,056"
"#1741","ibsorry",25,"0","0","0","0","0","0","3,489","0","$3,048"
"#1742","tlc",61.1,"145","300","0","2,505,344","0","321","1,854","1,395","$3,046"
"#1743","nspart",68.9,"1,261","1,167","1,017","15,248,905","75,952","0","3,393","94","$3,042"
"#1744","sirlunchthehost",67.8,"1,256","824","506","10,234,111","29,841","470","2,379","671","$3,041"
"#1745","cryptastic",50.7,"395","301","240","169,850","6,769","311","2,629","567","$3,035"
"#1746","creationlayer",60.6,"131","324","7","3,165,462","5,652","435","3,036","0","$3,032"
"#1747","jose-poveda",56.1,"36","56","5","2,644,862","24","83","3,375","1","$3,022"
"#1748","allyouneedtoknow",59.7,"414","1,005","723","684,940","141,959","0","3,451","7","$3,020"
"#1749","sardrt",65.1,"3,363","1,072","1,046","4,308,962","48,774","0","3,426","31","$3,018"
"#1750","aprilangel",64.6,"343","438","29","3,319,802","3,729","450","2,997","7","$3,017"
"#1751","spiff",25,"0","0","0","0","0","0","3,452","0","$3,016"
"#1752","rampant",61.6,"463","459","275","2,822,086","31,388","66","3,384","0","$3,014"
"#1753","michaelpair4",54.5,"9","38","3","2,680,539","793","17","3,426","0","$3,008"
"#1754","foo",25,"0","0","0","0","0","0","3,442","0","$3,007"
"#1755","handmade",63.1,"316","374","240","2,222,826","334,073","0","3,419","22","$3,005"
"#1756","its4thekids",47.4,"154","94","12","97,248","12,495","2","3,424","3","$2,996"
"#1757","sgnsteems",61.3,"1,857","474","382","1,321,469","27,587","40","3,233","162","$2,993"
"#1758","wesnoth",25,"0","0","0","0","0","0","3,426","0","$2,993"
"#1759","steemswede",69.7,"1,209","1,605","1,663","12,352,217","28,112","0","3,421","5","$2,992"
"#1760","havok777",65.3,"2,409","945","579","3,510,982","117,728","275","3,128","22","$2,991"
"#1761","shady",67.2,"1,972","590","453","5,502,462","84,170","0","3,306","122","$2,989"
"#1762","trudy-beerman",54.3,"5","19","1","2,474,596","0","0","3,161","275","$2,987"
"#1763","briskbrisk",35.8,"24","31","1","5,183","3,468","0","3,417","2","$2,986"
"#1764","dowha",50.9,"456","185","40","132,914","26,832","1","3,317","103","$2,983"
"#1765","ladygray",42.1,"71","120","27","15,700","15,233","0","3,404","10","$2,982"
"#1766","twixt",25,"0","0","0","0","0","3,144","263","0","$2,976"
"#1767","mdquixil",34.1,"20","423","509","1,629","38,990","0","3,400","0","$2,971"
"#1768","madbitcoins",59.4,"84","346","10","6,766,055","320","0","3,389","12","$2,970"
"#1769","bigblind38",25,"0","0","0","0","0","0","3,400","0","$2,970"
"#1770","magicmonk",61.7,"377","290","234","2,191,720","23,826","13","2,163","1,301","$2,970"
"#1771","anonymario",37.7,"30","200","47","519","5,098","101","3,271","27","$2,968"
"#1772","telos",56.2,"1,383","361","142","335,950","126,841","0","3,380","15","$2,965"
"#1773","cynetyc",64.9,"2,423","808","652","2,819,435","9,489","1","3,382","0","$2,955"
"#1774","lobotony",60,"40","126","0","4,951,208","243","33","3,346","2","$2,954"
"#1775","mctiller",68.6,"1,538","616","387","14,493,498","702,378","0","3,371","9","$2,952"
"#1776","chickee",53.7,"15","32","1","1,629,099","3","191","3,187","0","$2,951"
"#1777","business",61,"788","383","54","4,860,677","52,304","0","3,373","0","$2,947"
"#1778","internutter",66.6,"785","187","20","4,075,123","35,918","442","2,736","205","$2,945"
"#1779","daenerys",57.9,"60","48","5","2,435,713","2,307","0","3,094","293","$2,943"
"#1780","vi1son",59.2,"858","374","355","1,621,930","271,622","0","3,367","0","$2,941"
"#1781","phillx",25,"0","3","0","0","0","3,353","11","0","$2,938"
"#1782","fyrst-witness",52.5,"11","400","1","121,392","61,448","0","3,360","0","$2,935"
"#1783","orangeshasta",49.9,"359","313","94","112,085","28,754","30","3,315","15","$2,935"
"#1784","simonjay",64,"4,052","516","12","2,235,491","62,673","577","2,648","140","$2,932"
"#1785","kam.ila",52.9,"394","263","153","278,578","6,353","0","3,270","92","$2,932"
"#1786","woman-onthe-wing",67.3,"2,361","642","621","6,499,642","44,012","529","2,574","267","$2,931"
"#1787","gamerveda",48.7,"548","173","58","100,133","23,950","0","3,305","36","$2,916"
"#1788","timbo",64.9,"1,401","388","194","2,733,061","22,660","51","3,277","9","$2,914"
"#1789","cherish5528",62.6,"75","103","7","4,012,292","111,498","361","2,972","0","$2,911"
"#1790","queeneleanor",51.4,"1,137","453","301","357,812","13,052","0","3,317","14","$2,909"
"#1791","kailaknives",25,"18","7","3","108","11","3,328","1","0","$2,908"
"#1792","jumaidafajar",66.3,"1,035","593","527","5,715,161","56,770","0","3,049","296","$2,907"
"#1793","heimindanger",60.5,"470","713","301","2,024,122","48,796","169","3,117","43","$2,905"
"#1794","aleksandraz",59.5,"670","479","146","897,779","99,464","0","3,271","57","$2,904"
"#1795","ihalapi",25,"0","105","20","0","1,683","614","2,703","0","$2,897"
"#1796","inphiknit",65.2,"2,261","694","593","3,648,541","94,337","210","3,084","21","$2,895"
"#1797","teukumukhlis",68.5,"1,229","645","587","7,448,819","111,198","40","3,200","78","$2,895"
"#1798","steemit-health",67.2,"1,207","1,404","4","5,184,979","13,886","10","3,252","48","$2,890"
"#1799","confusedlot",25,"2","27","1","0","0","0","3,303","0","$2,885"
"#1800","myfirst",71.5,"2,320","906","637","24,501,327","558,020","0","3,248","57","$2,884"
"#1801","shelbymonster",25,"0","1","1","0","0","0","3,301","0","$2,884"
"#1802","kenistyles",62,"417","294","64","1,831,875","47,113","600","2,139","597","$2,883"
"#1803","ubg",57.9,"2,385","1,311","841","890,088","307,429","10","3,290","0","$2,883"
"#1804","linda-hardesty",53.2,"9","19","1","2,383,539","177","0","3,046","265","$2,879"
"#1805","decebal2dac",46.2,"42","156","108","36,878","9,234","5","3,287","1","$2,876"
"#1806","nelyp",64.2,"806","520","493","3,083,318","155,704","0","3,119","184","$2,876"
"#1807","susueng",49.3,"472","317","399","107,683","11,862","0","3,214","80","$2,873"
"#1808","xxneverxx",25,"0","0","0","0","0","0","3,282","0","$2,867"
"#1809","hastla",55.7,"1,436","588","601","283,204","20,079","14","3,251","13","$2,862"
"#1810","jaredhowe",64,"304","740","60","3,904,534","410","92","3,179","3","$2,860"
"#1811","kokolo",46.6,"51","11","1","57,083","174","0","3,272","1","$2,859"
"#1812","survivalist.com",63,"222","403","18","2,214,992","956","17","3,122","142","$2,859"
"#1813","edje",65.3,"4,599","907","807","4,185,299","48,521","8","2,985","293","$2,856"
"#1814","hjoon",46.7,"225","123","62","98,888","59","3,130","49","93","$2,854"
"#1815","rouketas",56.7,"1,375","480","484","431,516","21,753","0","3,139","136","$2,853"
"#1816","sarahjanele",52,"289","305","301","240,710","14,549","0","3,227","40","$2,852"
"#1817","cheetah",69.8,"50,596","2,393","1","14,547,591","159,563","0","3,112","161","$2,851"
"#1818","occupy",25,"0","0","0","0","0","0","3,263","0","$2,851"
"#1819","engineercampus",64.1,"278","291","94","3,508,163","6,079","0","3,202","64","$2,850"
"#1820","solar",48.5,"210","203","201","52,202","16,654","8","3,237","15","$2,848"
"#1821","princesschocho",48.6,"36","59","19","140,810","293","0","3,258","0","$2,847"
"#1822","steem-samiam",54.1,"32","58","4","147,088","14,357","1,002","2,255","0","$2,845"
"#1823","drpuffnstuff",57,"2,001","907","798","734,914","35,831","3","3,120","143","$2,845"
"#1824","xxforeverxx",25,"0","0","0","0","0","22","3,228","0","$2,839"
"#1825","rudolfbuford",25,"1","12","5","0","2","1,931","1,317","0","$2,837"
"#1826","alexfortin",58.6,"131","205","14","1,654,276","6,101","0","3,243","3","$2,835"
"#1827","pery",58.3,"530","390","327","607,459","178,872","24","3,221","0","$2,835"
"#1828","andrealeamcbride",43.1,"3","26","0","3,709","4","3,228","10","6","$2,833"
"#1829","morseke1",31.5,"58","40","10","596","5,672","0","3,239","0","$2,829"
"#1830","beesteem",50.5,"297","475","332","123,318","7,526","2","3,210","25","$2,826"
"#1831","future24",70.6,"4,205","1,511","1,467","15,866,454","229,776","162","3,041","34","$2,826"
"#1832","sokoloffa",68.4,"3,016","757","685","8,549,116","82,178","1,201","2,032","0","$2,825"
"#1833","lsc9999",45.1,"91","152","104","14,591","37,826","0","3,227","4","$2,822"
"#1834","seisges",64.1,"1,360","275","236","2,762,722","70,717","0","3,229","0","$2,821"
"#1835","thisisbenbrick",67.8,"361","1,399","72","37,381,831","138,482","325","2,748","164","$2,820"
"#1836","buzzbeergeek",64.8,"4,118","1,250","927","5,570,251","54,644","18","3,184","24","$2,817"
"#1837","shellyduncan",54.3,"567","416","290","407,346","18,209","1","3,118","109","$2,815"
"#1838","brennanhm",55.8,"58","61","2","2,303,369","3,594","0","2,978","257","$2,812"
"#1839","meister",48.7,"105","100","34","30,925","526","16","3,197","5","$2,811"
"#1840","neojew",59,"2,736","374","290","1,032,696","31,460","16","3,191","7","$2,807"
"#1841","german-trail",63.7,"1,233","584","377","5,881,402","25,605","0","2,986","240","$2,806"
"#1842","btcunchained",46.5,"927","413","458","40,398","4,392","0","3,206","4","$2,804"
"#1843","snow-airline",61.3,"3,276","530","400","2,486,528","25,880","0","3,055","164","$2,804"
"#1844","bitcoin4ever",31.7,"5","4","1","375","6","1,599","1,610","0","$2,804"
"#1845","lotusofmymom",41.1,"4","32","7","21,065","12,088","0","3,207","0","$2,801"
"#1846","simonjones",39.5,"39","37","7","10,396","2,760","0","3,178","30","$2,801"
"#1847","gonzo",65.9,"1,639","596","74","5,412,094","47,840","2,256","718","245","$2,800"
"#1848","gadiraju007",25,"0","0","0","0","0","0","3,203","0","$2,798"
"#1849","carolyn.vincent",31.6,"4","0","0","149","0","0","3,201","0","$2,797"
"#1850","tabea",56.6,"661","465","461","414,275","16,358","0","3,195","1","$2,793"
"#1851","sfiisp3817",44.7,"101","29","4","42,420","31,027","0","3,160","36","$2,791"
"#1852","netsjoen",25,"3","4","4","106","265","0","3,193","0","$2,789"
"#1853","xtester",59.5,"78","350","36","2,424,724","5,810","0","3,174","14","$2,785"
"#1854","ganked",25,"0","0","0","0","0","0","3,187","0","$2,785"
"#1855","sethlinson",63.9,"1,419","812","230","3,850,922","126,924","173","2,991","17","$2,778"
"#1856","bitshares101",44.5,"599","421","393","8,526","120,293","30","3,140","8","$2,777"
"#1857","brackf2",50.7,"167","617","631","149,668","7,899","0","3,166","11","$2,775"
"#1858","coins4me",25,"3","186","63","0","2,570","0","3,177","0","$2,775"
"#1859","luckyluk",39.5,"11","72","48","1,246","504","658","2,517","0","$2,774"
"#1860","domtyler",25,"0","1","1","0","48","0","3,173","0","$2,772"
"#1861","johnmelendez",57.8,"52","30","0","2,229,412","19","0","2,743","456","$2,771"
"#1862","mctoutaylali",42.9,"60","31","10","31,793","17,608","0","3,145","27","$2,770"
"#1863","araki",63.4,"1,156","908","723","2,946,953","37,641","0","3,083","90","$2,767"
"#1864","liberfin12",25,"5","0","0","0","469","0","3,167","0","$2,767"
"#1865","dragonanarchist",64.8,"302","1,509","1,046","7,542,208","17,984","0","3,165","0","$2,765"
"#1866","joshuanboles",56.6,"179","64","3","1,036,732","2,162","0","3,161","1","$2,762"
"#1867","jsantana",69,"2,614","844","256","10,084,244","188,470","0","3,159","0","$2,759"
"#1868","howevilweare",35.7,"26","59","12","2,709","4,463","0","3,157","0","$2,758"
"#1869","aniestudio",65.2,"1,007","762","520","3,215,409","112,539","0","3,073","88","$2,758"
"#1870","chefleon17",25,"0","0","0","0","0","3,108","46","0","$2,755"
"#1871","adeal",25,"0","2","0","0","0","0","7","3,339","$2,750"
"#1872","pinky-jangra",58.5,"164","84","17","4,624,608","513","2,501","641","6","$2,749"
"#1873","etcwave",25,"8","15","1","26","2,034","0","3,144","0","$2,747"
"#1874","nathanjtaylor",62.5,"331","378","388","2,647,675","16,509","146","2,644","377","$2,746"
"#1875","mor",58.2,"85","128","29","2,615,550","6,016","0","3,074","62","$2,736"
"#1876","fbechstein",42.9,"36","322","286","3,196","44,826","0","3,131","1","$2,736"
"#1877","vannour",69.3,"1,441","754","646","9,834,622","156,416","0","3,104","28","$2,734"
"#1878","haraldsteam",25,"1","84","28","10","127","0","3,129","0","$2,733"
"#1879","sonamoo",44.3,"17","25","2","30,903","495","1,286","1,823","15","$2,728"
"#1880","jankasparec",65.4,"820","664","74","4,198,754","9,635","476","2,576","75","$2,728"
"#1881","boy",25.8,"15","183","0","874","188,982","240","2,882","0","$2,728"
"#1882","peter-parker",57.1,"133","107","41","2,412,568","56,185","0","3,103","21","$2,727"
