"#","Name","Symbol","Market Cap","Price","Available Supply","Volume (24h)","% 1h","% 24h","% 7d","date","market_cap"
3,"Ripple","XRP","$276,151,625","$0.007772","35,531,082,209
                    
                    
                        *","$3,057,598","0.04%","-3.23%","-13.97%",2016-10-30," $13,464,251,691 "
4,"Litecoin","LTC","$195,488,356","$4.06","48,208,193","$5,425,600","-0.07%","0.63%","3.47%",2016-10-30," $13,464,251,691 "
5,"Ethereum Classic","ETC","$76,788,165","$0.899492","85,368,391","$2,547,521","0.01%","-6.06%","-13.26%",2016-10-30," $13,464,251,691 "
6,"Monero","XMR","$66,996,196","$5.06","13,229,357","$10,800,285","-0.15%","-7.44%","-22.43%",2016-10-30," $13,464,251,691 "
7,"Dash","DASH","$60,387,456","$8.82","6,843,258","$1,550,369","0.13%","-3.10%","-14.77%",2016-10-30," $13,464,251,691 "
8,"Augur","REP","$47,270,075","$4.30","11,000,000
                    
                    
                        *","$690,912","0.16%","-5.72%","-19.14%",2016-10-30," $13,464,251,691 "
9,"Waves","WAVES","$35,010,276","$0.350103","100,000,000
                    
                    
                        *","$231,794","0.01%","1.89%","26.77%",2016-10-30," $13,464,251,691 "
10,"MaidSafeCoin","MAID","$33,500,755","$0.074026","452,552,412
                    
                    
                        *","$1,205,869","0.18%","1.73%","-15.46%",2016-10-30," $13,464,251,691 "
1,"Bitcoin","BTC","$11,338,953,791","$710.43","15,960,687","$52,771,046","0.12%","1.09%","0.33%",2016-11-06," $13,625,440,140 "
2,"Ethereum","ETH","$944,311,358","$11.02","85,683,887","$4,958,954","-0.15%","0.13%","5.77%",2016-11-06," $13,625,440,140 "
3,"Ripple","XRP","$293,576,353","$0.008235","35,649,569,539
                    
                    
                        *","$737,772","-0.03%","0.72%","5.96%",2016-11-06," $13,625,440,140 "
4,"Litecoin","LTC","$187,934,538","$3.89","48,312,667","$1,876,236","0.08%","0.46%","-4.07%",2016-11-06," $13,625,440,140 "
5,"Ethereum Classic","ETC","$85,742,297","$1.00","85,587,797","$2,061,818","-0.46%","3.06%","11.37%",2016-11-06," $13,625,440,140 "
6,"Monero","XMR","$65,907,529","$4.96","13,278,778","$658,696","-0.04%","1.95%","-1.99%",2016-11-06," $13,625,440,140 "
7,"Dash","DASH","$63,344,854","$9.23","6,864,757","$806,829","0.01%","1.26%","4.57%",2016-11-06," $13,625,440,140 "
8,"Augur","REP","$55,824,407","$5.07","11,000,000
                    
                    
                        *","$886,965","-0.63%","12.95%","18.10%",2016-11-06," $13,625,440,140 "
9,"Steem","STEEM","$42,274,492","$0.207203","204,024,648","$503,658","-0.02%","3.12%","58.23%",2016-11-06," $13,625,440,140 "
10,"Waves","WAVES","$35,488,744","$0.354887","100,000,000
                    
                    
                        *","$89,871","0.27%","3.52%","1.37%",2016-11-06," $13,625,440,140 "
1,"Bitcoin","BTC","$11,114,726,264","$695.80","15,974,002","$69,985,541","-0.12%","-2.55%","-2.06%",2016-11-13," $13,308,375,877 "
2,"Ethereum","ETH","$860,556,568","$10.02","85,907,189","$11,273,596","0.15%","-2.21%","-9.11%",2016-11-13," $13,308,375,877 "
3,"Ripple","XRP","$286,971,778","$0.008024","35,765,131,899
                    
                    
                        *","$1,876,517","-0.05%","-0.54%","-2.57%",2016-11-13," $13,308,375,877 "
4,"Litecoin","LTC","$179,626,579","$3.71","48,415,271","$2,069,429","-0.13%","-2.62%","-4.62%",2016-11-13," $13,308,375,877 "
5,"Monero","XMR","$103,502,710","$7.77","13,327,743","$8,111,855","0.09%","13.31%","56.47%",2016-11-13," $13,308,375,877 "
6,"Ethereum Classic","ETC","$77,939,293","$0.908224","85,815,073","$745,402","-0.09%","-2.09%","-9.34%",2016-11-13," $13,308,375,877 "
7,"Dash","DASH","$65,743,576","$9.56","6,879,657","$1,054,684","-0.07%","-0.98%","3.56%",2016-11-13," $13,308,375,877 "
8,"Augur","REP","$53,749,099","$4.89","11,000,000
                    
                    
                        *","$253,958","0.08%","1.12%","-3.72%",2016-11-13," $13,308,375,877 "
9,"NEM","XEM","$43,373,072","$0.004819","8,999,999,999
                    
                    
                        *","$176,045","0.24%","-3.76%","27.46%",2016-11-13," $13,308,375,877 "
10,"Waves","WAVES","$39,539,285","$0.395393","100,000,000
                    
                    
                        *","$205,293","-0.42%","4.02%","11.41%",2016-11-13," $13,308,375,877 "
1,"Bitcoin","BTC","$12,063,007,758","$754.08","15,996,975","$98,710,576","0.00%","0.42%","8.38%",2016-11-20," $14,175,412,237 "
2,"Ethereum","ETH","$830,040,612","$9.64","86,130,572","$4,326,956","-0.06%","0.09%","-3.80%",2016-11-20," $14,175,412,237 "
3,"Ripple","XRP","$278,026,362","$0.007752","35,865,094,564
                    
                    
                        *","$1,523,596","-0.08%","-0.21%","-3.39%",2016-11-20," $14,175,412,237 "
4,"Litecoin","LTC","$192,137,375","$3.96","48,516,436","$1,393,763","0.01%","-0.11%","6.74%",2016-11-20," $14,175,412,237 "
5,"Monero","XMR","$87,079,651","$6.51","13,377,893","$2,293,325","-0.02%","-3.05%","-16.18%",2016-11-20," $14,175,412,237 "
6,"Ethereum Classic","ETC","$74,294,900","$0.863345","86,054,697","$238,307","-0.01%","-0.23%","-4.94%",2016-11-20," $14,175,412,237 "
7,"Dash","DASH","$58,342,551","$8.46","6,894,546","$1,113,282","-0.09%","-4.36%","-11.45%",2016-11-20," $14,175,412,237 "
8,"Augur","REP","$49,914,954","$4.54","11,000,000
                    
                    
                        *","$1,282,370","-0.37%","3.62%","-7.13%",2016-11-20," $14,175,412,237 "
9,"NEM","XEM","$36,059,131","$0.004007","8,999,999,999
                    
                    
                        *","$34,066","-0.21%","0.95%","-16.86%",2016-11-20," $14,175,412,237 "
10,"MaidSafeCoin","MAID","$31,001,873","$0.068504","452,552,412
                    
                    
                        *","$64,945","0.00%","-1.87%","-13.26%",2016-11-20," $14,175,412,237 "
1,"Bitcoin","BTC","$11,750,982,770","$733.99","16,009,706","$51,906,385","-0.01%","-0.86%","-2.66%",2016-11-27," $13,820,759,194 "
2,"Ethereum","ETH","$797,918,743","$9.24","86,357,328","$3,792,855","-0.17%","-1.65%","-4.12%",2016-11-27," $13,820,759,194 "
3,"Ripple","XRP","$266,167,323","$0.007419","35,876,617,244
                    
                    
                        *","$558,018","0.29%","7.85%","-4.30%",2016-11-27," $13,820,759,194 "
4,"Litecoin","LTC","$189,687,969","$3.90","48,622,765","$1,397,699","0.01%","-0.30%","-1.49%",2016-11-27," $13,820,759,194 "
5,"Monero","XMR","$103,299,770","$7.69","13,426,317","$1,831,238","0.02%","2.48%","18.20%",2016-11-27," $13,820,759,194 "
6,"Ethereum Classic","ETC","$68,498,335","$0.793925","86,278,057","$338,489","0.14%","-3.49%","-8.04%",2016-11-27," $13,820,759,194 "
7,"Dash","DASH","$61,868,966","$8.95","6,909,424","$1,063,509","-0.02%","-0.26%","5.82%",2016-11-27," $13,820,759,194 "
8,"Augur","REP","$45,754,754","$4.16","11,000,000
                    
                    
                        *","$106,106","0.07%","0.62%","-8.33%",2016-11-27," $13,820,759,194 "
9,"Steem","STEEM","$36,085,690","$0.161808","223,015,974","$181,674","1.52%","16.42%","30.37%",2016-11-27," $13,820,759,194 "
10,"NEM","XEM","$33,652,795","$0.003739","8,999,999,999
                    
                    
                        *","$83,064","0.02%","4.58%","-6.67%",2016-11-27," $13,820,759,194 "
1,"Bitcoin","BTC","$12,346,014,952","$770.52","16,023,026","$56,120,495","-0.01%","-0.16%","4.98%",2016-12-04," $14,279,353,037 "
2,"Ethereum","ETH","$679,896,251","$7.85","86,584,825","$9,545,222","-0.27%","-1.48%","-15.02%",2016-12-04," $14,279,353,037 "
3,"Ripple","XRP","$236,220,241","$0.006564","35,987,750,899
                    
                    
                        *","$1,059,053","-0.06%","-2.98%","-11.53%",2016-12-04," $14,279,353,037 "
4,"Litecoin","LTC","$191,152,116","$3.92","48,725,419","$1,260,699","-0.02%","-0.23%","0.56%",2016-12-04," $14,279,353,037 "
5,"Monero","XMR","$112,380,759","$8.34","13,474,472","$1,670,096","0.10%","0.53%","8.40%",2016-12-04," $14,279,353,037 "
6,"Ethereum Classic","ETC","$67,603,454","$0.781504","86,504,278","$340,220","0.08%","-0.15%","-1.56%",2016-12-04," $14,279,353,037 "
7,"Dash","DASH","$60,960,690","$8.80","6,924,311","$925,136","-0.13%","1.17%","-1.68%",2016-12-04," $14,279,353,037 "
8,"Steem","STEEM","$43,627,481","$0.192984","226,067,644","$154,460","-0.46%","9.17%","19.27%",2016-12-04," $14,279,353,037 "
9,"Augur","REP","$36,887,245","$3.35","11,000,000
                    
                    
                        *","$68,507","-0.41%","2.14%","-19.38%",2016-12-04," $14,279,353,037 "
10,"MaidSafeCoin","MAID","$31,768,623","$0.070199","452,552,412
                    
                    
                        *","$214,340","-0.31%","4.03%","0.51%",2016-12-04," $14,279,353,037 "
1,"Bitcoin","BTC","$12,320,063,379","$768.27","16,036,213","$56,084,288","-0.07%","-0.78%","-0.29%",2016-12-11," $14,282,041,272 "
2,"Ethereum","ETH","$710,163,253","$8.18","86,806,649","$8,581,790","0.02%","-2.93%","4.18%",2016-12-11," $14,282,041,272 "
3,"Ripple","XRP","$244,440,554","$0.006791","35,994,609,608
                    
                    
                        *","$1,306,650","-0.08%","-3.09%","3.46%",2016-12-11," $14,282,041,272 "
4,"Litecoin","LTC","$178,416,823","$3.65","48,827,857","$1,746,137","-0.06%","-0.41%","-6.86%",2016-12-11," $14,282,041,272 "
5,"Monero","XMR","$105,935,623","$7.83","13,521,327","$1,292,052","0.03%","-1.70%","-6.06%",2016-12-11," $14,282,041,272 "
6,"Ethereum Classic","ETC","$78,750,305","$0.907969","86,732,333","$1,106,454","0.86%","11.27%","16.18%",2016-12-11," $14,282,041,272 "
7,"Dash","DASH","$62,984,735","$9.07","6,946,632","$878,943","0.22%","2.44%","2.99%",2016-12-11," $14,282,041,272 "
8,"Steem","STEEM","$47,792,165","$0.211351","226,126,459","$101,298","-0.44%","-8.57%","9.52%",2016-12-11," $14,282,041,272 "
9,"Augur","REP","$34,752,191","$3.16","11,000,000
                    
                    
                        *","$280,049","0.26%","-4.37%","-5.79%",2016-12-11," $14,282,041,272 "
10,"NEM","XEM","$30,164,428","$0.003352","8,999,999,999
                    
                    
                        *","$29,643","-0.13%","3.30%","-2.29%",2016-12-11," $14,282,041,272 "
1,"Bitcoin","BTC","$12,706,369,800","$791.71","16,049,347","$60,989,878","0.00%","0.20%","3.05%",2016-12-18," $14,668,771,316 "
2,"Ethereum","ETH","$680,429,022","$7.82","87,028,505","$7,976,209","0.01%","1.25%","-4.43%",2016-12-18," $14,668,771,316 "
3,"Ripple","XRP","$234,327,350","$0.006546","35,794,578,423
                    
                    
                        *","$1,271,703","0.03%","-1.49%","-3.60%",2016-12-18," $14,668,771,316 "
4,"Litecoin","LTC","$180,868,333","$3.70","48,926,028","$2,111,381","-0.01%","1.93%","1.17%",2016-12-18," $14,668,771,316 "
5,"Monero","XMR","$115,302,063","$8.50","13,569,811","$1,008,573","0.21%","1.52%","8.45%",2016-12-18," $14,668,771,316 "
6,"Ethereum Classic","ETC","$88,434,646","$1.02","86,963,160","$1,245,540","0.36%","-3.13%","12.00%",2016-12-18," $14,668,771,316 "
7,"Dash","DASH","$67,739,815","$9.73","6,961,524","$1,983,935","0.05%","1.13%","7.32%",2016-12-18," $14,668,771,316 "
8,"MaidSafeCoin","MAID","$41,452,541","$0.091597","452,552,412
                    
                    
                        *","$334,975","0.36%","-2.42%","39.31%",2016-12-18," $14,668,771,316 "
9,"Steem","STEEM","$37,200,666","$0.162925","228,329,598","$61,578","0.03%","-3.93%","-22.91%",2016-12-18," $14,668,771,316 "
10,"NEM","XEM","$33,132,201","$0.003681","8,999,999,999
                    
                    
                        *","$31,904","0.86%","3.54%","9.84%",2016-12-18," $14,668,771,316 "
1,"Bitcoin","BTC","$14,115,686,122","$878.81","16,062,338","$138,159,061","-0.27%","-3.86%","11.00%",2016-12-25," $16,106,710,995 "
2,"Ethereum","ETH","$635,758,852","$7.29","87,248,676","$7,701,239","0.02%","-0.03%","-6.80%",2016-12-25," $16,106,710,995 "
3,"Ripple","XRP","$229,739,227","$0.006381","36,003,596,482
                    
                    
                        *","$2,473,475","0.11%","1.87%","-2.53%",2016-12-25," $16,106,710,995 "
4,"Litecoin","LTC","$213,217,070","$4.35","49,025,251","$16,865,820","-0.39%","-5.92%","17.65%",2016-12-25," $16,106,710,995 "
5,"Monero","XMR","$131,066,727","$9.63","13,616,501","$1,964,280","-0.09%","-0.35%","13.28%",2016-12-25," $16,106,710,995 "
6,"Ethereum Classic","ETC","$96,018,116","$1.10","87,191,398","$1,550,372","-0.21%","1.08%","8.29%",2016-12-25," $16,106,710,995 "
7,"Dash","DASH","$69,149,318","$9.91","6,976,365","$2,691,820","0.14%","1.15%","1.86%",2016-12-25," $16,106,710,995 "
8,"MaidSafeCoin","MAID","$47,160,299","$0.104210","452,552,412
                    
                    
                        *","$645,747","-0.08%","6.84%","13.77%",2016-12-25," $16,106,710,995 "
9,"NEM","XEM","$32,531,505","$0.003615","8,999,999,999
                    
                    
                        *","$75,392","0.08%","2.81%","-1.81%",2016-12-25," $16,106,710,995 "
10,"Augur","REP","$31,752,514","$2.89","11,000,000
                    
                    
                        *","$142,784","0.57%","10.30%","0.33%",2016-12-25," $16,106,710,995 "
1,"Bitcoin","BTC","$15,482,057,104","$963.06","16,075,850","$83,178,589","0.10%","1.09%","9.59%",2017-01-01," $17,700,314,429 "
2,"Ethereum","ETH","$722,829,967","$8.26","87,469,764","$10,353,757","0.22%","2.99%","13.41%",2017-01-01," $17,700,314,429 "
3,"Ripple","XRP","$237,638,345","$0.006540","36,337,298,649
                    
                    
                        *","$260,302","0.09%","2.10%","2.49%",2017-01-01," $17,700,314,429 "
4,"Litecoin","LTC","$214,726,272","$4.37","49,134,311","$8,586,509","0.17%","1.09%","0.48%",2017-01-01," $17,700,314,429 "
5,"Monero","XMR","$185,582,499","$13.58","13,663,207","$4,050,544","-0.08%","4.33%","41.11%",2017-01-01," $17,700,314,429 "
6,"Ethereum Classic","ETC","$127,129,044","$1.45","87,419,695","$3,049,350","0.13%","1.91%","32.06%",2017-01-01," $17,700,314,429 "
7,"Dash","DASH","$78,695,538","$11.26","6,991,229","$3,266,181","0.19%","1.72%","13.56%",2017-01-01," $17,700,314,429 "
8,"MaidSafeCoin","MAID","$44,886,080","$0.099184","452,552,412
                    
                    
                        *","$285,343","0.03%","-2.59%","-4.82%",2017-01-01," $17,700,314,429 "
9,"Augur","REP","$41,714,289","$3.79","11,000,000
                    
                    
                        *","$246,763","0.07%","-0.71%","31.37%",2017-01-01," $17,700,314,429 "
10,"Steem","STEEM","$39,078,093","$0.170216","229,579,712","$88,133","-0.20%","3.54%","27.52%",2017-01-01," $17,700,314,429 "
1,"Bitcoin","BTC","$14,876,057,730","$924.60","16,089,220","$228,363,341","0.21%","7.83%","-3.99%",2017-01-08," $17,226,633,499 "
2,"Ethereum","ETH","$871,452,839","$9.94","87,691,691","$20,032,803","0.17%","0.76%","20.26%",2017-01-08," $17,226,633,499 "
3,"Ripple","XRP","$229,909,667","$0.006327","36,338,178,044
                    
                    
                        *","$1,019,220","-0.05%","1.05%","-3.25%",2017-01-08," $17,226,633,499 "
4,"Litecoin","LTC","$195,232,124","$3.97","49,233,371","$13,285,663","0.03%","6.77%","-9.26%",2017-01-08," $17,226,633,499 "
5,"Monero","XMR","$184,550,485","$13.49","13,683,241","$8,442,686","0.57%","2.88%","-0.70%",2017-01-08," $17,226,633,499 "
6,"Ethereum Classic","ETC","$127,553,281","$1.46","87,647,208","$2,344,113","0.13%","6.29%","0.07%",2017-01-08," $17,226,633,499 "
7,"Dash","DASH","$88,790,644","$12.66","7,013,212","$2,813,108","0.22%","8.18%","12.47%",2017-01-08," $17,226,633,499 "
8,"Augur","REP","$51,429,898","$4.68","11,000,000
                    
                    
                        *","$240,182","-0.23%","-0.22%","23.29%",2017-01-08," $17,226,633,499 "
9,"MaidSafeCoin","MAID","$42,285,088","$0.093437","452,552,412
                    
                    
                        *","$141,523","0.36%","5.37%","-5.79%",2017-01-08," $17,226,633,499 "
10,"Steem","STEEM","$35,234,322","$0.152961","230,348,857","$60,359","0.12%","3.31%","-10.14%",2017-01-08," $17,226,633,499 "
1,"Bitcoin","BTC","$13,196,814,673","$819.52","16,103,149","$84,129,598","0.03%","-0.81%","-11.36%",2017-01-15," $15,504,127,778 "
2,"Ethereum","ETH","$869,486,802","$9.89","87,912,788","$19,098,610","0.16%","1.88%","-0.48%",2017-01-15," $15,504,127,778 "
3,"Ripple","XRP","$252,221,941","$0.006859","36,771,322,652
                    
                    
                        *","$887,563","0.05%","2.79%","8.41%",2017-01-15," $15,504,127,778 "
4,"Litecoin","LTC","$192,442,077","$3.90","49,340,149","$3,984,420","0.05%","-0.23%","-1.64%",2017-01-15," $15,504,127,778 "
5,"Monero","XMR","$144,972,256","$10.54","13,753,603","$5,633,650","-0.45%","-8.12%","-21.85%",2017-01-15," $15,504,127,778 "
6,"Ethereum Classic","ETC","$104,467,027","$1.19","87,871,421","$614,900","-0.19%","-1.82%","-18.31%",2017-01-15," $15,504,127,778 "
7,"Dash","DASH","$87,059,133","$12.39","7,028,076","$6,092,919","0.26%","-1.13%","-2.16%",2017-01-15," $15,504,127,778 "
8,"MaidSafeCoin","MAID","$47,927,836","$0.105906","452,552,412
                    
                    
                        *","$722,924","0.89%","13.31%","13.34%",2017-01-15," $15,504,127,778 "
9,"Augur","REP","$46,973,277","$4.27","11,000,000
                    
                    
                        *","$193,687","-0.09%","-0.81%","-8.67%",2017-01-15," $15,504,127,778 "
10,"NEM","XEM","$32,844,305","$0.003649","8,999,999,999
                    
                    
                        *","$65,479","-0.25%","1.50%","4.75%",2017-01-15," $15,504,127,778 "
1,"Bitcoin","BTC","$15,040,983,920","$933.18","16,117,973","$96,763,575","0.08%","2.17%","13.87%",2017-01-22," $17,577,144,408 "
2,"Ethereum","ETH","$961,795,220","$10.91","88,133,789","$10,915,610","-0.04%","2.53%","10.34%",2017-01-22," $17,577,144,408 "
3,"Ripple","XRP","$247,535,610","$0.006716","36,855,961,691
                    
                    
                        *","$501,850","-0.00%","-0.07%","-2.08%",2017-01-22," $17,577,144,408 "
4,"Litecoin","LTC","$192,717,103","$3.90","49,447,155","$1,796,596","-0.03%","-0.12%","-0.07%",2017-01-22," $17,577,144,408 "
5,"Monero","XMR","$166,923,216","$12.10","13,798,622","$3,251,221","-0.03%","0.49%","14.77%",2017-01-22," $17,577,144,408 "
6,"Ethereum Classic","ETC","$125,476,723","$1.42","88,094,776","$2,389,149","0.02%","3.03%","19.81%",2017-01-22," $17,577,144,408 "
7,"Dash","DASH","$107,128,421","$15.21","7,042,957","$1,927,121","0.24%","0.20%","22.79%",2017-01-22," $17,577,144,408 "
8,"MaidSafeCoin","MAID","$54,169,761","$0.119698","452,552,412
                    
                    
                        *","$160,350","0.07%","1.21%","13.02%",2017-01-22," $17,577,144,408 "
9,"Augur","REP","$51,020,496","$4.64","11,000,000
                    
                    
                        *","$129,397","0.08%","3.59%","8.62%",2017-01-22," $17,577,144,408 "
