"#","Name","Symbol","Market Cap","Price","Available Supply","Volume (24h)","% 1h","% 24h","% 7d","date","market_cap"
10,"BanxShares","BANX","$ 6,751,096","$ 1.34","5,023,577
                    
                    
                        *","$ 12,164","-0.29 %","-4.29 %","10.91 %",2015-04-26," $ 3,561,089,168 "
1,"Bitcoin","BTC","$ 3,355,957,088","$ 237.70","14,118,635","$ 13,222,563","0.21 %","1.64 %","7.92 %",2015-05-03," $ 3,817,842,183 "
2,"Ripple","XRP","$ 257,261,581","$ 0.008062","31,908,551,587
                    
                    
                        *","$ 138,262","0.04 %","0.58 %","0.38 %",2015-05-03," $ 3,817,842,183 "
3,"Litecoin","LTC","$ 55,368,261","$ 1.43","38,689,041","$ 907,758","0.08 %","1.19 %","5.40 %",2015-05-03," $ 3,817,842,183 "
4,"Dash","DASH","$ 14,822,324","$ 2.78","5,334,196","$ 41,059","0.12 %","-0.50 %","-7.04 %",2015-05-03," $ 3,817,842,183 "
5,"Stellar","STR","$ 13,020,637","$ 0.002699","4,824,411,197
                    
                    
                        *","$ 7,374","0.10 %","-0.43 %","2.61 %",2015-05-03," $ 3,817,842,183 "
6,"MaidSafeCoin","MAID","$ 10,214,965","$ 0.022572","452,552,412
                    
                    
                        *","$ 15,668","0.83 %","-3.82 %","2.86 %",2015-05-03," $ 3,817,842,183 "
7,"Dogecoin","DOGE","$ 9,686,503","$ 0.000098","99,254,904,905","$ 62,975","0.06 %","0.17 %","-2.95 %",2015-05-03," $ 3,817,842,183 "
8,"Nxt","NXT","$ 9,342,821","$ 0.009343","999,997,096
                    
                    
                        *","$ 11,961","0.09 %","0.33 %","0.11 %",2015-05-03," $ 3,817,842,183 "
9,"BitShares","BTS","$ 9,164,756","$ 0.003653","2,508,859,327
                    
                    
                        *","$ 36,561","-0.02 %","4.50 %","-15.56 %",2015-05-03," $ 3,817,842,183 "
10,"BanxShares","BANX","$ 7,387,602","$ 1.45","5,096,192
                    
                    
                        *","$ 15,939","0.21 %","1.63 %","7.87 %",2015-05-03," $ 3,817,842,183 "
1,"Bitcoin","BTC","$ 3,416,626,095","$ 241.57","14,143,516","$ 17,313,340","0.02 %","-0.93 %","1.63 %",2015-05-10," $ 3,858,912,692 "
2,"Ripple","XRP","$ 240,155,217","$ 0.007526","31,908,551,587
                    
                    
                        *","$ 264,710","-0.09 %","-0.70 %","-6.65 %",2015-05-10," $ 3,858,912,692 "
3,"Litecoin","LTC","$ 56,162,123","$ 1.44","38,892,678","$ 1,158,868","-0.02 %","-1.93 %","0.90 %",2015-05-10," $ 3,858,912,692 "
4,"Dash","DASH","$ 14,636,670","$ 2.73","5,353,682","$ 39,175","-0.04 %","-0.99 %","-1.61 %",2015-05-10," $ 3,858,912,692 "
5,"Stellar","STR","$ 13,747,489","$ 0.002846","4,829,843,231
                    
                    
                        *","$ 9,366","0.01 %","1.79 %","5.46 %",2015-05-10," $ 3,858,912,692 "
6,"MaidSafeCoin","MAID","$ 9,213,491","$ 0.020359","452,552,412
                    
                    
                        *","$ 2,638","-0.43 %","-1.86 %","-9.80 %",2015-05-10," $ 3,858,912,692 "
7,"Dogecoin","DOGE","$ 9,161,760","$ 0.000092","99,344,113,528","$ 39,019","0.09 %","0.15 %","-5.50 %",2015-05-10," $ 3,858,912,692 "
8,"BitShares","BTS","$ 8,956,889","$ 0.003569","2,509,520,303
                    
                    
                        *","$ 26,079","0.00 %","-1.43 %","-2.29 %",2015-05-10," $ 3,858,912,692 "
9,"Nxt","NXT","$ 8,659,092","$ 0.008659","999,997,096
                    
                    
                        *","$ 28,590","0.00 %","-5.28 %","-7.32 %",2015-05-10," $ 3,858,912,692 "
10,"BanxShares","BANX","$ 7,558,484","$ 1.47","5,129,586
                    
                    
                        *","$ 15,549","0.02 %","-0.94 %","1.65 %",2015-05-10," $ 3,858,912,692 "
1,"Bitcoin","BTC","$ 3,354,597,098","$ 236.74","14,169,839","$ 10,184,086","0.02 %","-0.02 %","-2.00 %",2015-05-17," $ 3,776,670,315 "
2,"Ripple","XRP","$ 208,504,960","$ 0.006534","31,908,551,587
                    
                    
                        *","$ 109,754","-0.09 %","-1.50 %","-13.18 %",2015-05-17," $ 3,776,670,315 "
3,"Litecoin","LTC","$ 56,710,239","$ 1.45","39,092,087","$ 602,962","0.03 %","1.29 %","0.46 %",2015-05-17," $ 3,776,670,315 "
4,"Dash","DASH","$ 15,998,840","$ 2.98","5,372,923","$ 75,066","-0.16 %","2.71 %","8.92 %",2015-05-17," $ 3,776,670,315 "
5,"Stellar","STR","$ 12,611,021","$ 0.002609","4,834,369,581
                    
                    
                        *","$ 9,782","0.06 %","-4.06 %","-8.35 %",2015-05-17," $ 3,776,670,315 "
6,"Dogecoin","DOGE","$ 11,477,254","$ 0.000115","99,434,192,083","$ 89,439","-0.15 %","-3.52 %","25.16 %",2015-05-17," $ 3,776,670,315 "
7,"Nxt","NXT","$ 9,254,837","$ 0.009255","999,997,096
                    
                    
                        *","$ 11,131","-0.20 %","-0.17 %","6.88 %",2015-05-17," $ 3,776,670,315 "
8,"BitShares","BTS","$ 9,069,051","$ 0.003614","2,509,520,303
                    
                    
                        *","$ 22,846","-0.06 %","-2.66 %","1.25 %",2015-05-17," $ 3,776,670,315 "
9,"MaidSafeCoin","MAID","$ 8,697,269","$ 0.019218","452,552,412
                    
                    
                        *","$ 4,031","0.49 %","-3.26 %","-5.60 %",2015-05-17," $ 3,776,670,315 "
10,"BanxShares","BANX","$ 7,513,169","$ 1.44","5,202,663
                    
                    
                        *","$ 13,721","0.02 %","-0.02 %","-2.00 %",2015-05-17," $ 3,776,670,315 "
1,"Bitcoin","BTC","$ 3,398,738,327","$ 239.44","14,194,373","$ 12,900,690","0.02 %","-0.32 %","1.14 %",2015-05-24," $ 3,868,851,073 "
2,"Ripple","XRP","$ 217,176,252","$ 0.006806","31,908,551,587
                    
                    
                        *","$ 201,105","-0.02 %","0.94 %","4.16 %",2015-05-24," $ 3,868,851,073 "
3,"Litecoin","LTC","$ 71,296,019","$ 1.81","39,290,878","$ 2,357,390","0.16 %","-2.19 %","25.08 %",2015-05-24," $ 3,868,851,073 "
4,"Dash","DASH","$ 15,580,654","$ 2.89","5,393,114","$ 73,459","0.00 %","-0.42 %","-2.98 %",2015-05-24," $ 3,868,851,073 "
5,"Stellar","STR","$ 14,428,708","$ 0.002983","4,837,097,406
                    
                    
                        *","$ 27,090","0.02 %","-5.45 %","14.35 %",2015-05-24," $ 3,868,851,073 "
6,"BitShares","BTS","$ 13,981,284","$ 0.005566","2,511,953,117
                    
                    
                        *","$ 234,723","-0.68 %","-1.24 %","54.02 %",2015-05-24," $ 3,868,851,073 "
7,"Dogecoin","DOGE","$ 13,497,641","$ 0.000136","99,524,631,788","$ 302,925","0.04 %","-7.22 %","17.50 %",2015-05-24," $ 3,868,851,073 "
8,"Nxt","NXT","$ 11,793,767","$ 0.011794","999,997,096
                    
                    
                        *","$ 64,922","-0.13 %","-4.10 %","27.43 %",2015-05-24," $ 3,868,851,073 "
9,"MaidSafeCoin","MAID","$ 8,366,941","$ 0.018488","452,552,412
                    
                    
                        *","$ 2,104","0.02 %","1.83 %","-3.80 %",2015-05-24," $ 3,868,851,073 "
10,"BanxShares","BANX","$ 8,337,520","$ 1.46","5,708,331
                    
                    
                        *","$ 12,998","0.02 %","-0.32 %","1.14 %",2015-05-24," $ 3,868,851,073 "
1,"Bitcoin","BTC","$ 3,311,800,445","$ 232.91","14,219,101","$ 13,467,922","-0.05 %","-1.17 %","-2.73 %",2015-05-31," $ 3,845,089,941 "
2,"Ripple","XRP","$ 266,509,656","$ 0.008352","31,908,551,587
                    
                    
                        *","$ 351,333","-0.14 %","-6.12 %","22.72 %",2015-05-31," $ 3,845,089,941 "
3,"Litecoin","LTC","$ 70,578,914","$ 1.79","39,490,095","$ 1,150,285","-0.59 %","-2.31 %","-1.51 %",2015-05-31," $ 3,845,089,941 "
4,"BitShares","BTS","$ 17,250,622","$ 0.006867","2,511,953,117
                    
                    
                        *","$ 94,150","-0.05 %","-6.84 %","23.38 %",2015-05-31," $ 3,845,089,941 "
5,"Dogecoin","DOGE","$ 16,339,014","$ 0.000164","99,613,244,381","$ 462,718","-0.28 %","-3.71 %","20.94 %",2015-05-31," $ 3,845,089,941 "
6,"Stellar","STR","$ 16,174,632","$ 0.003344","4,837,354,256
                    
                    
                        *","$ 59,342","-0.12 %","-2.45 %","12.09 %",2015-05-31," $ 3,845,089,941 "
7,"Dash","DASH","$ 14,927,339","$ 2.76","5,413,587","$ 42,698","0.13 %","-1.35 %","-4.56 %",2015-05-31," $ 3,845,089,941 "
8,"Nxt","NXT","$ 11,514,162","$ 0.011514","999,997,096
                    
                    
                        *","$ 48,880","-0.23 %","-1.78 %","-2.37 %",2015-05-31," $ 3,845,089,941 "
9,"BanxShares","BANX","$ 8,307,742","$ 1.42","5,847,059
                    
                    
                        *","$ 13,776","-0.04 %","-1.18 %","-2.72 %",2015-05-31," $ 3,845,089,941 "
10,"Bytecoin","BCN","$ 8,047,222","$ 0.000046","173,317,586,067","$ 21,591","3.83 %","30.78 %","76.74 %",2015-05-31," $ 3,845,089,941 "
1,"Bitcoin","BTC","$ 3,216,054,937","$ 225.77","14,244,974","$ 11,292,960","0.01 %","0.35 %","-3.07 %",2015-06-07," $ 3,728,604,006 "
2,"Ripple","XRP","$ 252,562,570","$ 0.007915","31,908,551,587
                    
                    
                        *","$ 107,759","-0.00 %","-0.20 %","-5.23 %",2015-06-07," $ 3,728,604,006 "
3,"Litecoin","LTC","$ 69,759,242","$ 1.76","39,696,046","$ 1,138,163","0.03 %","-0.35 %","-1.67 %",2015-06-07," $ 3,728,604,006 "
4,"BitShares","BTS","$ 17,264,990","$ 0.006873","2,511,953,117
                    
                    
                        *","$ 74,310","0.20 %","-0.26 %","0.08 %",2015-06-07," $ 3,728,604,006 "
5,"Dogecoin","DOGE","$ 15,451,059","$ 0.000155","99,702,441,559","$ 150,282","-0.17 %","1.03 %","-5.52 %",2015-06-07," $ 3,728,604,006 "
6,"Dash","DASH","$ 15,315,704","$ 2.82","5,434,681","$ 37,469","-0.02 %","-0.04 %","2.20 %",2015-06-07," $ 3,728,604,006 "
7,"Stellar","STR","$ 15,128,634","$ 0.003127","4,837,354,256
                    
                    
                        *","$ 12,616","-0.10 %","-0.82 %","-6.47 %",2015-06-07," $ 3,728,604,006 "
8,"Nxt","NXT","$ 11,359,138","$ 0.011359","999,997,096
                    
                    
                        *","$ 23,535","-0.15 %","-0.14 %","-1.35 %",2015-06-07," $ 3,728,604,006 "
9,"BanxShares","BANX","$ 8,883,397","$ 1.51","5,863,999
                    
                    
                        *","$ 12,934","0.01 %","0.35 %","6.62 %",2015-06-07," $ 3,728,604,006 "
10,"Asset Backed...","ABC","$ 7,419,708","$ 0.009275","800,000,000
                    
                    
                        *","$ 13","0.82 %","10.69 %","94.82 %",2015-06-07," $ 3,728,604,006 "
1,"Bitcoin","BTC","$ 3,329,235,246","$ 233.28","14,271,617","$ 12,942,317","0.06 %","1.41 %","3.33 %",2015-06-14," $ 3,861,919,560 "
2,"Ripple","XRP","$ 260,574,585","$ 0.008166","31,908,551,587
                    
                    
                        *","$ 115,822","0.09 %","1.77 %","3.17 %",2015-06-14," $ 3,861,919,560 "
3,"Litecoin","LTC","$ 77,248,522","$ 1.94","39,893,251","$ 2,110,525","0.66 %","7.38 %","10.19 %",2015-06-14," $ 3,861,919,560 "
4,"BitShares","BTS","$ 17,438,488","$ 0.006942","2,511,953,117
                    
                    
                        *","$ 102,785","-0.03 %","2.49 %","1.00 %",2015-06-14," $ 3,861,919,560 "
5,"Dogecoin","DOGE","$ 16,769,557","$ 0.000168","99,788,635,997","$ 271,684","0.21 %","4.73 %","8.44 %",2015-06-14," $ 3,861,919,560 "
6,"Stellar","STR","$ 15,771,568","$ 0.003260","4,837,354,256
                    
                    
                        *","$ 31,830","0.06 %","4.40 %","4.25 %",2015-06-14," $ 3,861,919,560 "
7,"Dash","DASH","$ 15,177,484","$ 2.78","5,457,167","$ 67,528","-0.10 %","-0.56 %","-1.31 %",2015-06-14," $ 3,861,919,560 "
8,"Nxt","NXT","$ 11,721,444","$ 0.011721","999,997,096
                    
                    
                        *","$ 65,873","0.03 %","4.02 %","3.19 %",2015-06-14," $ 3,861,919,560 "
9,"BanxShares","BANX","$ 9,178,034","$ 1.57","5,863,754
                    
                    
                        *","$ 15,946","0.07 %","1.40 %","3.32 %",2015-06-14," $ 3,861,919,560 "
10,"MaidSafeCoin","MAID","$ 7,543,406","$ 0.016669","452,552,412
                    
                    
                        *","$ 1,014","0.08 %","1.85 %","8.35 %",2015-06-14," $ 3,861,919,560 "
1,"Bitcoin","BTC","$ 3,489,640,025","$ 244.09","14,296,410","$ 16,847,386","-0.03 %","0.81 %","4.64 %",2015-06-21," $ 4,186,029,370 "
2,"Ripple","XRP","$ 349,277,609","$ 0.010946","31,908,551,587
                    
                    
                        *","$ 362,906","-0.10 %","-0.52 %","34.04 %",2015-06-21," $ 4,186,029,370 "
3,"Litecoin","LTC","$ 121,360,788","$ 3.03","40,095,182","$ 5,426,019","-0.01 %","8.39 %","56.31 %",2015-06-21," $ 4,186,029,370 "
4,"Dogecoin","DOGE","$ 21,243,167","$ 0.000213","99,877,786,937","$ 456,345","0.11 %","6.51 %","26.56 %",2015-06-21," $ 4,186,029,370 "
5,"BitShares","BTS","$ 20,209,077","$ 0.008045","2,511,953,117
                    
                    
                        *","$ 140,169","-0.02 %","4.92 %","15.89 %",2015-06-21," $ 4,186,029,370 "
6,"Stellar","STR","$ 17,893,252","$ 0.003699","4,837,354,256
                    
                    
                        *","$ 38,477","0.06 %","3.09 %","13.45 %",2015-06-21," $ 4,186,029,370 "
7,"Dash","DASH","$ 15,703,566","$ 2.87","5,479,930","$ 48,389","-0.03 %","0.30 %","3.04 %",2015-06-21," $ 4,186,029,370 "
8,"Nxt","NXT","$ 14,087,470","$ 0.014088","999,997,096
                    
                    
                        *","$ 40,705","-0.20 %","3.15 %","20.19 %",2015-06-21," $ 4,186,029,370 "
9,"BanxShares","BANX","$ 9,654,880","$ 1.64","5,894,665
                    
                    
                        *","$ 14,209","-0.03 %","0.81 %","4.64 %",2015-06-21," $ 4,186,029,370 "
10,"Peercoin","PPC","$ 9,040,298","$ 0.403093","22,427,347","$ 93,529","-0.43 %","-1.08 %","26.35 %",2015-06-21," $ 4,186,029,370 "
1,"Bitcoin","BTC","$ 3,580,427,241","$ 250.00","14,321,821","$ 21,507,553","-0.05 %","2.49 %","2.42 %",2015-06-28," $ 4,285,154,752 "
2,"Ripple","XRP","$ 362,265,520","$ 0.011353","31,908,551,587
                    
                    
                        *","$ 318,743","-0.14 %","-0.67 %","3.72 %",2015-06-28," $ 4,285,154,752 "
3,"Litecoin","LTC","$ 123,951,230","$ 3.08","40,301,910","$ 4,708,221","-0.03 %","7.24 %","1.61 %",2015-06-28," $ 4,285,154,752 "
4,"Dogecoin","DOGE","$ 20,265,131","$ 0.000203","99,953,607,645","$ 385,467","-0.41 %","-1.88 %","-4.68 %",2015-06-28," $ 4,285,154,752 "
5,"BitShares","BTS","$ 17,655,524","$ 0.007029","2,511,953,117
                    
                    
                        *","$ 52,703","-0.24 %","2.74 %","-12.64 %",2015-06-28," $ 4,285,154,752 "
6,"Stellar","STR","$ 16,794,389","$ 0.003472","4,837,356,606
                    
                    
                        *","$ 30,486","-0.30 %","-0.50 %","-6.14 %",2015-06-28," $ 4,285,154,752 "
7,"Dash","DASH","$ 15,256,700","$ 2.77","5,506,685","$ 127,930","-0.12 %","-1.71 %","-3.32 %",2015-06-28," $ 4,285,154,752 "
8,"Nxt","NXT","$ 12,466,967","$ 0.012467","999,997,096
                    
                    
                        *","$ 56,980","-0.12 %","4.07 %","-11.50 %",2015-06-28," $ 4,285,154,752 "
9,"BanxShares","BANX","$ 9,915,149","$ 1.68","5,910,397
                    
                    
                        *","$ 4,487","-0.05 %","2.50 %","2.42 %",2015-06-28," $ 4,285,154,752 "
10,"Peercoin","PPC","$ 9,405,741","$ 0.419090","22,443,241","$ 68,042","-0.06 %","3.10 %","3.97 %",2015-06-28," $ 4,285,154,752 "
1,"Bitcoin","BTC","$ 3,749,077,533","$ 261.30","14,347,567","$ 18,118,044","-0.02 %","2.23 %","4.52 %",2015-07-05," $ 4,477,196,122 "
2,"Ripple","XRP","$ 334,082,513","$ 0.010470","31,908,551,587
                    
                    
                        *","$ 315,756","-0.50 %","-4.84 %","-7.78 %",2015-07-05," $ 4,477,196,122 "
3,"Litecoin","LTC","$ 166,617,051","$ 4.11","40,507,735","$ 4,323,173","-0.03 %","0.08 %","33.74 %",2015-07-05," $ 4,477,196,122 "
4,"Dogecoin","DOGE","$ 19,112,568","$ 0.000191","100,054,574,035","$ 141,118","-0.15 %","0.61 %","-5.78 %",2015-07-05," $ 4,477,196,122 "
5,"Dash","DASH","$ 17,134,447","$ 3.10","5,535,361","$ 142,729","-0.04 %","4.08 %","11.73 %",2015-07-05," $ 4,477,196,122 "
6,"BitShares","BTS","$ 16,704,064","$ 0.006650","2,511,953,117
                    
                    
                        *","$ 19,665","-0.20 %","-0.24 %","-5.39 %",2015-07-05," $ 4,477,196,122 "
7,"Stellar","STR","$ 15,585,578","$ 0.003222","4,837,356,606
                    
                    
                        *","$ 11,093","-0.10 %","-0.75 %","-7.20 %",2015-07-05," $ 4,477,196,122 "
8,"Nxt","NXT","$ 12,870,165","$ 0.012870","999,997,096
                    
                    
                        *","$ 34,918","-0.29 %","3.56 %","3.23 %",2015-07-05," $ 4,477,196,122 "
9,"Peercoin","PPC","$ 11,376,271","$ 0.506533","22,459,070","$ 40,443","-0.14 %","2.99 %","20.87 %",2015-07-05," $ 4,477,196,122 "
10,"BanxShares","BANX","$ 10,869,388","$ 1.75","6,199,126
                    
                    
                        *","$ 6,042","-0.01 %","2.23 %","4.52 %",2015-07-05," $ 4,477,196,122 "
1,"Bitcoin","BTC","$ 4,305,369,224","$ 299.61","14,369,826","$ 45,977,965","0.34 %","3.81 %","14.66 %",2015-07-12," $ 5,037,620,311 "
2,"Ripple","XRP","$ 277,111,875","$ 0.008685","31,908,551,587
                    
                    
                        *","$ 397,192","0.09 %","-1.20 %","-17.05 %",2015-07-12," $ 5,037,620,311 "
3,"Litecoin","LTC","$ 200,616,725","$ 4.93","40,713,859","$ 21,447,881","1.20 %","10.54 %","19.80 %",2015-07-12," $ 5,037,620,311 "
4,"Dash","DASH","$ 22,447,568","$ 4.03","5,563,792","$ 276,071","0.62 %","-2.50 %","30.34 %",2015-07-12," $ 5,037,620,311 "
5,"Dogecoin","DOGE","$ 20,286,521","$ 0.000203","100,145,606,629","$ 419,928","0.18 %","-0.43 %","6.05 %",2015-07-12," $ 5,037,620,311 "
6,"BitShares","BTS","$ 15,658,761","$ 0.006234","2,511,953,117
                    
                    
                        *","$ 33,295","0.15 %","0.33 %","-6.26 %",2015-07-12," $ 5,037,620,311 "
7,"Stellar","STR","$ 15,188,587","$ 0.003140","4,837,356,606
                    
                    
                        *","$ 10,799","0.24 %","-0.16 %","-2.55 %",2015-07-12," $ 5,037,620,311 "
8,"Peercoin","PPC","$ 14,812,067","$ 0.658767","22,484,542","$ 512,613","0.68 %","6.79 %","30.05 %",2015-07-12," $ 5,037,620,311 "
9,"Nxt","NXT","$ 14,737,037","$ 0.014737","999,997,096
                    
                    
                        *","$ 120,203","-0.06 %","0.45 %","14.51 %",2015-07-12," $ 5,037,620,311 "
10,"BanxShares","BANX","$ 13,180,463","$ 2.01","6,557,309
                    
                    
                        *","$ 7,424","0.30 %","3.81 %","14.64 %",2015-07-12," $ 5,037,620,311 "
1,"Bitcoin","BTC","$ 3,955,004,598","$ 274.67","14,399,179","$ 23,867,547","-0.01 %","-1.65 %","-8.33 %",2015-07-19," $ 4,600,375,069 "
2,"Ripple","XRP","$ 256,628,648","$ 0.008043","31,908,551,587
                    
                    
                        *","$ 68,970","-0.03 %","0.08 %","-7.39 %",2015-07-19," $ 4,600,375,069 "
3,"Litecoin","LTC","$ 163,496,254","$ 4.00","40,913,673","$ 8,170,615","-0.09 %","1.89 %","-18.90 %",2015-07-19," $ 4,600,375,069 "
4,"Dash","DASH","$ 20,436,388","$ 3.66","5,589,487","$ 109,039","-0.16 %","-6.54 %","-9.38 %",2015-07-19," $ 4,600,375,069 "
5,"Dogecoin","DOGE","$ 17,750,434","$ 0.000177","100,239,744,540","$ 84,855","-0.19 %","-1.77 %","-12.58 %",2015-07-19," $ 4,600,375,069 "
6,"Stellar","STR","$ 14,105,120","$ 0.002916","4,837,356,606
                    
                    
                        *","$ 2,488","0.00 %","2.55 %","-7.13 %",2015-07-19," $ 4,600,375,069 "
7,"Nxt","NXT","$ 12,776,829","$ 0.012777","999,997,096
                    
                    
                        *","$ 27,976","-0.02 %","0.66 %","-13.30 %",2015-07-19," $ 4,600,375,069 "
8,"BanxShares","BANX","$ 12,695,772","$ 1.84","6,888,504
                    
                    
                        *","$ 6,681","-0.01 %","-1.65 %","-8.31 %",2015-07-19," $ 4,600,375,069 "
9,"MaidSafeCoin","MAID","$ 12,520,328","$ 0.027666","452,552,412
                    
                    
                        *","$ 4,126","-0.00 %","0.03 %","-3.60 %",2015-07-19," $ 4,600,375,069 "
10,"BitShares","BTS","$ 12,366,318","$ 0.004923","2,511,953,117
                    
                    
                        *","$ 57,540","0.06 %","-3.62 %","-21.03 %",2015-07-19," $ 4,600,375,069 "
1,"Bitcoin","BTC","$ 4,165,542,337","$ 288.77","14,425,295","$ 17,853,372","0.10 %","0.29 %","5.13 %",2015-07-26," $ 4,842,516,604 "
2,"Ripple","XRP","$ 251,265,141","$ 0.007875","31,908,551,587
                    
                    
                        *","$ 185,631","-0.01 %","2.20 %","-2.09 %",2015-07-26," $ 4,842,516,604 "
3,"Litecoin","LTC","$ 187,400,213","$ 4.56","41,118,070","$ 8,463,993","0.10 %","-1.32 %","14.05 %",2015-07-26," $ 4,842,516,604 "
4,"Dash","DASH","$ 20,882,262","$ 3.72","5,611,889","$ 78,636","0.05 %","1.00 %","1.77 %",2015-07-26," $ 4,842,516,604 "
5,"Dogecoin","DOGE","$ 18,746,799","$ 0.000187","100,331,262,315","$ 126,998","0.04 %","-1.29 %","5.52 %",2015-07-26," $ 4,842,516,604 "
6,"MaidSafeCoin","MAID","$ 15,251,039","$ 0.033700","452,552,412
                    
                    
                        *","$ 28,681","-0.02 %","-0.36 %","21.81 %",2015-07-26," $ 4,842,516,604 "
7,"Stellar","STR","$ 14,198,562","$ 0.002935","4,837,356,606
                    
                    
                        *","$ 23,979","0.10 %","-3.52 %","0.66 %",2015-07-26," $ 4,842,516,604 "
8,"BitShares","BTS","$ 13,765,168","$ 0.005480","2,511,953,117
                    
                    
                        *","$ 39,062","-0.17 %","-4.33 %","11.31 %",2015-07-26," $ 4,842,516,604 "
9,"BanxShares","BANX","$ 13,446,959","$ 1.94","6,940,612
                    
                    
                        *","$ 8,266","0.10 %","0.28 %","5.12 %",2015-07-26," $ 4,842,516,604 "
10,"Nxt","NXT","$ 12,693,424","$ 0.012693","999,997,096
                    
                    
                        *","$ 19,383","0.05 %","-1.79 %","-0.65 %",2015-07-26," $ 4,842,516,604 "
1,"Bitcoin","BTC","$ 4,035,290,724","$ 279.24","14,451,104","$ 19,409,230","-0.04 %","-0.95 %","-3.30 %",2015-08-02," $ 4,680,973,917 "
2,"Ripple","XRP","$ 261,337,595","$ 0.008190","31,908,551,587
                    
                    
                        *","$ 237,061","-0.05 %","-2.21 %","4.01 %",2015-08-02," $ 4,680,973,917 "
3,"Litecoin","LTC","$ 163,907,532","$ 3.97","41,321,301","$ 7,508,502","-0.31 %","-10.07 %","-12.97 %",2015-08-02," $ 4,680,973,917 "
4,"Dash","DASH","$ 20,263,210","$ 3.60","5,633,961","$ 56,995","-0.07 %","-0.40 %","-3.34 %",2015-08-02," $ 4,680,973,917 "
5,"Dogecoin","DOGE","$ 17,216,824","$ 0.000171","100,421,903,227","$ 157,230","-0.16 %","-5.06 %","-8.24 %",2015-08-02," $ 4,680,973,917 "
6,"MaidSafeCoin","MAID","$ 14,452,708","$ 0.031936","452,552,412
                    
                    
                        *","$ 8,111","-0.30 %","-3.27 %","-5.23 %",2015-08-02," $ 4,680,973,917 "
7,"BanxShares","BANX","$ 13,325,355","$ 1.87","7,111,758
                    
                    
                        *","$ 7,999","-0.04 %","-0.96 %","-3.29 %",2015-08-02," $ 4,680,973,917 "
8,"Bytecoin","BCN","$ 13,117,516","$ 0.000075","175,085,485,408","$ 40,085","-0.81 %","-2.15 %","49.34 %",2015-08-02," $ 4,680,973,917 "
9,"Stellar","STR","$ 12,739,377","$ 0.002634","4,837,356,606
                    
                    
                        *","$ 8,524","0.10 %","-0.77 %","-10.28 %",2015-08-02," $ 4,680,973,917 "
10,"BitShares","BTS","$ 11,997,401","$ 0.004776","2,511,953,117
                    
                    
                        *","$ 27,406","-0.20 %","-1.01 %","-12.84 %",2015-08-02," $ 4,680,973,917 "
1,"Bitcoin","BTC","$ 3,796,634,679","$ 262.27","14,476,204","$ 60,918,765","0.09 %","-5.84 %","-6.08 %",2015-08-09," $ 4,480,790,382 "
2,"Ripple","XRP","$ 275,037,718","$ 0.008620","31,908,551,587
                    
                    
                        *","$ 691,070","0.29 %","4.31 %","5.24 %",2015-08-09," $ 4,480,790,382 "
3,"Litecoin","LTC","$ 161,251,300","$ 3.88","41,524,327","$ 5,074,265","0.14 %","-6.68 %","-2.10 %",2015-08-09," $ 4,480,790,382 "
4,"Ethereum","ETH","$ 44,055,108","$ 0.729533","60,388,133","$ 744,823","-1.06 %","-70.15 %","?",2015-08-09," $ 4,480,790,382 "
5,"Dash","DASH","$ 17,670,246","$ 3.12","5,656,844","$ 110,619","0.15 %","-3.95 %","-13.15 %",2015-08-09," $ 4,480,790,382 "
6,"Dogecoin","DOGE","$ 15,965,512","$ 0.000159","100,512,174,490","$ 170,718","-0.02 %","-6.06 %","-7.35 %",2015-08-09," $ 4,480,790,382 "
7,"Bytecoin","BCN","$ 12,831,948","$ 0.000073","175,262,865,376","$ 16,572","0.23 %","-7.15 %","-2.28 %",2015-08-09," $ 4,480,790,382 "
8,"BanxShares","BANX","$ 12,508,695","$ 1.76","7,108,685
                    
                    
                        *","$ 7,249","0.08 %","-5.85 %","-6.09 %",2015-08-09," $ 4,480,790,382 "
9,"Stellar","STR","$ 11,584,598","$ 0.002395","4,837,356,606
                    
                    
                        *","$ 16,130","0.02 %","-0.62 %","-9.06 %",2015-08-09," $ 4,480,790,382 "
10,"Nxt","NXT","$ 10,820,668","$ 0.010821","999,997,096
                    
                    
                        *","$ 35,400","-0.23 %","-3.01 %","-1.50 %",2015-08-09," $ 4,480,790,382 "
1,"Bitcoin","BTC","$ 3,776,815,975","$ 260.44","14,501,938","$ 22,353,476","-0.10 %","-2.04 %","-0.70 %",2015-08-16," $ 4,492,434,387 "
2,"Ripple","XRP","$ 267,241,992","$ 0.008375","31,908,551,587
                    
                    
                        *","$ 238,673","-0.06 %","-0.14 %","-2.83 %",2015-08-16," $ 4,492,434,387 "
3,"Litecoin","LTC","$ 164,214,159","$ 3.94","41,721,188","$ 2,538,068","0.01 %","-2.18 %","1.36 %",2015-08-16," $ 4,492,434,387 "
4,"Ethereum","ETH","$ 83,879,071","$ 1.38","60,579,665","$ 2,468,006","-2.63 %","-20.62 %","89.79 %",2015-08-16," $ 4,492,434,387 "
5,"Dash","DASH","$ 16,711,112","$ 2.94","5,680,356","$ 42,578","-0.23 %","-2.72 %","-5.82 %",2015-08-16," $ 4,492,434,387 "
6,"Dogecoin","DOGE","$ 15,271,665","$ 0.000152","100,602,180,720","$ 85,689","-0.47 %","-3.35 %","-4.43 %",2015-08-16," $ 4,492,434,387 "
